time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-21 00:00:00+00:00,222,85,77,7
2022-08-22 00:00:00+00:00,264,97,141,19
2022-08-23 00:00:00+00:00,120,67,80,17
2022-08-24 00:00:00+00:00,41,25,74,16
2022-08-25 00:00:00+00:00,28,14,286,28
2022-08-26 00:00:00+00:00,24,18,238,21
2022-08-27 00:00:00+00:00,246,98,30,13
2022-08-28 00:00:00+00:00,640,124,78,11
2022-08-29 00:00:00+00:00,1081,149,93,20
2022-08-30 00:00:00+00:00,601,131,151,9
2022-08-31 00:00:00+00:00,301,107,159,20
2022-09-01 00:00:00+00:00,382,128,79,13
2022-09-02 00:00:00+00:00,665,127,113,21
2022-09-03 00:00:00+00:00,460,113,15,7
