time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-21 00:00:00+00:00,2134,118,383,14
2021-10-22 00:00:00+00:00,2997,117,853,14
2021-10-23 00:00:00+00:00,2426,126,183,7
2021-10-24 00:00:00+00:00,1271,95,54,6
2021-10-25 00:00:00+00:00,1263,126,115,9
2021-10-26 00:00:00+00:00,1313,127,82,13
2021-10-27 00:00:00+00:00,893,131,163,16
2021-10-28 00:00:00+00:00,740,112,34,8
2021-10-29 00:00:00+00:00,896,102,49,11
2021-10-30 00:00:00+00:00,900,110,9,6
2021-10-31 00:00:00+00:00,1108,108,4,4
2021-11-01 00:00:00+00:00,1452,141,10,5
2021-11-02 00:00:00+00:00,1347,136,65,7
2021-11-03 00:00:00+00:00,1376,136,29,9
