time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-11 00:00:00+00:00,122,64,20,8
2022-01-12 00:00:00+00:00,355,121,62,10
2022-01-13 00:00:00+00:00,658,133,65,13
2022-01-14 00:00:00+00:00,473,97,169,11
2022-01-15 00:00:00+00:00,203,78,16,10
2022-01-16 00:00:00+00:00,199,77,24,8
2022-01-17 00:00:00+00:00,374,95,10,5
2022-01-18 00:00:00+00:00,216,87,33,8
2022-01-19 00:00:00+00:00,108,51,26,10
2022-01-20 00:00:00+00:00,85,40,43,17
2022-01-21 00:00:00+00:00,26,18,14,9
2022-01-22 00:00:00+00:00,1,1,11,6
2022-01-23 00:00:00+00:00,13,1,6,5
2022-01-24 00:00:00+00:00,159,67,13,8
