time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-29 00:00:00+00:00,1360,102,64,12
2021-07-30 00:00:00+00:00,1444,106,132,17
2021-07-31 00:00:00+00:00,1474,109,13,4
2021-08-01 00:00:00+00:00,1530,113,6,4
2021-08-02 00:00:00+00:00,2131,135,180,17
2021-08-03 00:00:00+00:00,2183,164,394,23
2021-08-04 00:00:00+00:00,2334,93,211,17
2021-08-05 00:00:00+00:00,2056,91,215,18
2021-08-06 00:00:00+00:00,1447,81,116,14
2021-08-07 00:00:00+00:00,1375,87,26,10
2021-08-08 00:00:00+00:00,1276,85,7,5
2021-08-09 00:00:00+00:00,1027,99,158,19
2021-08-10 00:00:00+00:00,671,117,75,14
2021-08-11 00:00:00+00:00,936,127,49,13
