time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-27 00:00:00+00:00,839,131,163,16
2021-10-28 00:00:00+00:00,740,112,34,8
2021-10-29 00:00:00+00:00,896,102,49,11
2021-10-30 00:00:00+00:00,900,110,9,6
2021-10-31 00:00:00+00:00,1108,108,4,4
2021-11-01 00:00:00+00:00,1452,141,10,5
2021-11-02 00:00:00+00:00,1347,136,65,7
2021-11-03 00:00:00+00:00,1376,136,29,9
2021-11-04 00:00:00+00:00,1179,128,21,7
2021-11-05 00:00:00+00:00,979,131,56,11
2021-11-06 00:00:00+00:00,514,92,8,7
2021-11-07 00:00:00+00:00,372,86,31,8
2021-11-08 00:00:00+00:00,435,103,97,18
2021-11-09 00:00:00+00:00,133,68,40,14
