time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-05 00:00:00+00:00,744,129,346,21
2022-07-06 00:00:00+00:00,439,126,133,12
2022-07-07 00:00:00+00:00,398,111,169,12
2022-07-08 00:00:00+00:00,292,113,140,11
2022-07-09 00:00:00+00:00,332,84,230,11
2022-07-10 00:00:00+00:00,238,95,177,9
2022-07-11 00:00:00+00:00,884,148,249,14
2022-07-12 00:00:00+00:00,760,151,273,20
2022-07-13 00:00:00+00:00,679,143,267,17
2022-07-14 00:00:00+00:00,733,155,81,10
2022-07-15 00:00:00+00:00,1889,165,165,16
2022-07-16 00:00:00+00:00,952,165,34,3
2022-07-17 00:00:00+00:00,466,136,36,11
2022-07-18 00:00:00+00:00,802,135,45,13
