time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-06 00:00:00+00:00,477,91,8,7
2021-11-07 00:00:00+00:00,372,86,31,8
2021-11-08 00:00:00+00:00,435,103,97,18
2021-11-09 00:00:00+00:00,133,68,40,14
2021-11-10 00:00:00+00:00,5,3,50,9
2021-11-11 00:00:00+00:00,218,79,99,13
2021-11-12 00:00:00+00:00,371,84,69,14
2021-11-13 00:00:00+00:00,723,100,26,4
2021-11-14 00:00:00+00:00,791,111,34,9
2021-11-15 00:00:00+00:00,332,103,122,8
2021-11-16 00:00:00+00:00,99,57,82,13
2021-11-17 00:00:00+00:00,132,38,144,14
2021-11-18 00:00:00+00:00,128,25,179,23
2021-11-19 00:00:00+00:00,6,3,80,14
