time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-05-20 00:00:00+00:00,1140,132,193,7
2021-05-21 00:00:00+00:00,1245,148,23,5
2021-05-22 00:00:00+00:00,1504,143,118,9
2021-05-23 00:00:00+00:00,1882,146,23,4
2021-05-24 00:00:00+00:00,1902,164,94,11
2021-05-25 00:00:00+00:00,2060,177,235,15
2021-05-26 00:00:00+00:00,2176,193,198,17
2021-05-27 00:00:00+00:00,2024,187,212,11
2021-05-28 00:00:00+00:00,2134,177,289,14
2021-05-29 00:00:00+00:00,2205,180,130,6
2021-05-30 00:00:00+00:00,2267,169,46,6
2021-05-31 00:00:00+00:00,2665,170,94,7
2021-06-01 00:00:00+00:00,2550,167,216,13
2021-06-02 00:00:00+00:00,2424,168,129,15
