time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-30 00:00:00+00:00,4,4,43,4
2024-05-01 00:00:00+00:00,169,7,317,3
2024-05-02 00:00:00+00:00,15,7,203,4
2024-05-03 00:00:00+00:00,14,9,101,4
2024-05-04 00:00:00+00:00,7,5,4,1
2024-05-05 00:00:00+00:00,4,4,3,2
2024-05-06 00:00:00+00:00,217,10,96,5
2024-05-07 00:00:00+00:00,13,7,124,4
2024-05-08 00:00:00+00:00,7,6,72,9
2024-05-09 00:00:00+00:00,1294,82,202,11
2024-05-10 00:00:00+00:00,318,6,86,11
2024-05-11 00:00:00+00:00,7,6,4,3
2024-05-12 00:00:00+00:00,347,14,1,1
2024-05-13 00:00:00+00:00,1091,77,14,2
