time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-04 00:00:00+00:00,11,8,3,2
2026-03-05 00:00:00+00:00,8,7,54,10
2026-03-06 00:00:00+00:00,5,5,18,2
2026-03-07 00:00:00+00:00,2,2,0,0
2026-03-08 00:00:00+00:00,9,6,14,2
2026-03-09 00:00:00+00:00,19,10,6,5
2026-03-10 00:00:00+00:00,15,15,19,7
2026-03-11 00:00:00+00:00,8,5,19,4
2026-03-12 00:00:00+00:00,6,6,7,4
2026-03-13 00:00:00+00:00,13,12,2,2
2026-03-14 00:00:00+00:00,8,7,2,2
2026-03-15 00:00:00+00:00,5,2,4,2
2026-03-16 00:00:00+00:00,16,10,3,2
2026-03-17 00:00:00+00:00,9,9,12,2
