time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-04 00:00:00+00:00,595,170,49,9
2023-04-05 00:00:00+00:00,521,167,3,3
2023-04-06 00:00:00+00:00,311,140,11,4
2023-04-07 00:00:00+00:00,248,119,11,4
2023-04-08 00:00:00+00:00,355,136,10,2
2023-04-09 00:00:00+00:00,466,147,7,1
2023-04-10 00:00:00+00:00,509,150,49,2
2023-04-11 00:00:00+00:00,341,158,9,4
2023-04-12 00:00:00+00:00,336,128,55,4
2023-04-13 00:00:00+00:00,256,130,45,6
2023-04-14 00:00:00+00:00,151,86,6,5
2023-04-15 00:00:00+00:00,119,73,2,2
2023-04-16 00:00:00+00:00,152,79,18,4
2023-04-17 00:00:00+00:00,757,187,100,11
