time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-16 00:00:00+00:00,96,28,14.0,1.0
2023-09-17 00:00:00+00:00,79,52,,
2023-09-18 00:00:00+00:00,359,20,49.0,5.0
2023-09-19 00:00:00+00:00,10,9,34.0,4.0
2023-09-20 00:00:00+00:00,1,1,112.0,11.0
2023-09-21 00:00:00+00:00,1,1,87.0,4.0
2023-09-22 00:00:00+00:00,2,2,15.0,4.0
2023-09-23 00:00:00+00:00,2,2,45.0,4.0
2023-09-24 00:00:00+00:00,1,1,125.0,5.0
2023-09-25 00:00:00+00:00,174,8,317.0,12.0
2023-09-26 00:00:00+00:00,159,13,133.0,7.0
2023-09-27 00:00:00+00:00,13,12,65.0,3.0
2023-09-28 00:00:00+00:00,4,3,184.0,9.0
2023-09-29 00:00:00+00:00,23,21,116.0,7.0
