time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-05 00:00:00+00:00,9.0,6.0,64,12
2024-09-06 00:00:00+00:00,6.0,2.0,67,20
2024-09-07 00:00:00+00:00,1.0,1.0,17,5
2024-09-08 00:00:00+00:00,4.0,4.0,27,12
2024-09-09 00:00:00+00:00,56.0,5.0,69,12
2024-09-10 00:00:00+00:00,5.0,3.0,84,18
2024-09-11 00:00:00+00:00,79.0,7.0,100,17
2024-09-12 00:00:00+00:00,17.0,4.0,62,15
2024-09-13 00:00:00+00:00,2.0,2.0,77,14
2024-09-14 00:00:00+00:00,20.0,7.0,23,8
2024-09-15 00:00:00+00:00,7.0,6.0,1,1
2024-09-16 00:00:00+00:00,38.0,8.0,15,5
2024-09-17 00:00:00+00:00,13.0,10.0,69,14
2024-09-18 00:00:00+00:00,,,41,12
