time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-07 00:00:00+00:00,322,72,252,19
2022-10-08 00:00:00+00:00,686,124,46,10
2022-10-09 00:00:00+00:00,467,108,24,11
2022-10-10 00:00:00+00:00,467,120,88,18
2022-10-11 00:00:00+00:00,357,111,51,13
2022-10-12 00:00:00+00:00,408,116,85,18
2022-10-13 00:00:00+00:00,896,132,130,22
2022-10-14 00:00:00+00:00,1027,139,105,11
2022-10-15 00:00:00+00:00,570,127,37,6
2022-10-16 00:00:00+00:00,344,103,104,12
2022-10-17 00:00:00+00:00,459,114,136,21
2022-10-18 00:00:00+00:00,352,114,74,17
2022-10-19 00:00:00+00:00,328,120,95,21
2022-10-20 00:00:00+00:00,467,138,124,22
