time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-13 00:00:00+00:00,2.0,2.0,74,14
2024-09-14 00:00:00+00:00,20.0,7.0,23,8
2024-09-15 00:00:00+00:00,7.0,6.0,1,1
2024-09-16 00:00:00+00:00,38.0,8.0,15,5
2024-09-17 00:00:00+00:00,13.0,10.0,69,14
2024-09-18 00:00:00+00:00,,,41,12
2024-09-19 00:00:00+00:00,6.0,6.0,152,14
2024-09-20 00:00:00+00:00,59.0,12.0,117,24
2024-09-21 00:00:00+00:00,3.0,2.0,83,57
2024-09-22 00:00:00+00:00,1.0,1.0,17,7
2024-09-23 00:00:00+00:00,32.0,2.0,54,9
2024-09-24 00:00:00+00:00,59.0,7.0,98,16
2024-09-25 00:00:00+00:00,11.0,6.0,55,9
2024-09-26 00:00:00+00:00,23.0,8.0,84,15
