time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-13 00:00:00+00:00,,,9,3
2023-06-14 00:00:00+00:00,,,4,2
2023-06-15 00:00:00+00:00,,,4,3
2023-06-16 00:00:00+00:00,1.0,1.0,4,3
2023-06-17 00:00:00+00:00,1.0,1.0,2,1
2023-06-19 00:00:00+00:00,15.0,1.0,25,2
2023-06-20 00:00:00+00:00,,,3,3
2023-06-21 00:00:00+00:00,,,27,4
2023-06-22 00:00:00+00:00,4.0,2.0,2,1
2023-06-23 00:00:00+00:00,1.0,1.0,23,2
2023-06-24 00:00:00+00:00,,,1,1
2023-06-26 00:00:00+00:00,16.0,2.0,1,1
