time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-29 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-30 00:00:00+00:00,19.0,2.0,2.0,2.0
2023-01-31 00:00:00+00:00,,,5.0,5.0
2023-02-01 00:00:00+00:00,1.0,1.0,,
2023-02-02 00:00:00+00:00,,,15.0,2.0
2023-02-03 00:00:00+00:00,,,17.0,6.0
2023-02-04 00:00:00+00:00,1.0,1.0,,
2023-02-05 00:00:00+00:00,1.0,1.0,,
2023-02-06 00:00:00+00:00,18.0,3.0,,
2023-02-07 00:00:00+00:00,142.0,5.0,165.0,6.0
2023-02-08 00:00:00+00:00,,,4.0,1.0
2023-02-09 00:00:00+00:00,,,2.0,2.0
2023-02-10 00:00:00+00:00,,,13.0,4.0
2023-02-11 00:00:00+00:00,1.0,1.0,,
