time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-07 00:00:00+00:00,970,153,18,5
2022-09-08 00:00:00+00:00,1439,154,16,3
2022-09-09 00:00:00+00:00,1745,144,147,9
2022-09-10 00:00:00+00:00,1586,141,2,2
2022-09-11 00:00:00+00:00,927,131,26,2
2022-09-12 00:00:00+00:00,1203,150,28,3
2022-09-13 00:00:00+00:00,1811,163,52,11
2022-09-14 00:00:00+00:00,1644,167,38,7
2022-09-15 00:00:00+00:00,1245,150,59,9
2022-09-16 00:00:00+00:00,1003,142,1,1
2022-09-17 00:00:00+00:00,802,134,9,3
2022-09-18 00:00:00+00:00,1104,140,135,6
2022-09-19 00:00:00+00:00,1506,160,9,3
2022-09-20 00:00:00+00:00,1361,149,10,3
